Time, Values
2022-10-16 21:52, [5.883581345732227 0.04944186004816998]
2022-10-16 21:53, [5.955432084627482 0.04764345667701986]
2022-10-16 21:54, [5.818867089904068 0.04889804277230309]
2022-10-16 21:55, [5.817457780722052 0.050586589397583065]
2022-10-16 21:56, [5.77944177291162 0.050696857657119475]
2022-10-16 21:57, [5.817808948133363 0.050153525414942786]
2022-10-16 21:58, [5.555794429938656 0.04960530741016657]
2022-10-16 21:59, [5.850698068501432 0.05043705231466751]
2022-10-16 22:00, [5.953781490291482 0.048404727563345386]
2022-10-16 22:01, [5.898393213209629 0.04644404104889472]
2022-10-16 22:02, [5.85418871167768 0.04721119928772323]
2022-10-16 22:03, [5.550362260764837 0.0478479505238348]
2022-10-16 22:04, [5.850698068501432 0.05043705231466751]
2022-10-16 22:05, [5.83904274985848 0.0516729446890131]
2022-10-16 22:06, [5.562128895429159 0.047136685554484394]
2022-10-16 22:07, [5.56234303405545 0.045969777140954134]
2022-10-16 22:08, [5.894943489774029 0.04871854123780189]
2022-10-16 22:09, [5.8864407024517735 0.0474712959875143]
2022-10-16 22:10, [5.89608516855401 0.04793565177686187]
2022-10-16 22:11, [5.89608516855401 0.04793565177686187]
2022-10-16 22:12, [5.898393213209629 0.04644404104889472]
2022-10-16 22:13, [6.055274463139921 0.04657903433184554]
2022-10-16 22:14, [5.960488361915946 0.04549991115966371]
2022-10-16 22:15, [5.962209861645726 0.04482864557628365]
2022-10-16 22:16, [5.963077594387567 0.04450057906259378]
2022-10-16 22:17, [5.896659071701554 0.047553702191141564]
2022-10-16 22:18, [5.844723152617975 0.04638669168744425]
2022-10-16 22:19, [5.956263799388057 0.04727193491577823]
2022-10-16 22:20, [5.956263799388057 0.04727193491577823]
2022-10-16 22:21, [5.95709985202309 0.0469062980474259]
2022-10-16 22:22, [5.8995598183526985 0.045733021847695336]
2022-10-16 22:23, [5.821363594047228 0.04620129836545419]
2022-10-16 22:24, [5.963950049915988 0.04417740777715547]
2022-10-16 22:25, [6.06648279433359 0.0442808963090043]
2022-10-16 22:26, [6.055274463139921 0.04657903433184554]
2022-10-16 22:27, [6.049188570002158 0.04582718613637999]
2022-10-16 22:28, [6.059982408090899 0.04556377750444285]
2022-10-16 22:29, [6.063199653402169 0.04491259002520125]
2022-10-16 22:30, [5.857757061541904 0.04437694743592352]
2022-10-16 22:31, [5.890531474076603 0.04496588911508857]
2022-10-16 22:32, [5.900734975932978 0.04504377844223647]
2022-10-16 22:33, [6.056828465192586 0.04623533179536325]
2022-10-16 22:34, [6.064832818640938 0.04459435896059513]
2022-10-16 22:35, [5.558749130601475 0.041483202467175184]
2022-10-16 22:36, [5.569245153100611 0.04251332177939397]
2022-10-16 22:37, [5.898975454513825 0.04608574573838926]
2022-10-16 22:38, [5.900146320258096 0.04538574092506228]
2022-10-16 22:39, [5.8881811231255945 0.04636363089075271]
2022-10-16 22:40, [6.050700853074102 0.04764331380373309]
2022-10-16 22:41, [5.8995598183526985 0.045733021847695336]
2022-10-16 22:42, [5.901325801253934 0.04470701364586314]
2022-10-16 22:43, [6.050700853074104 0.0476433138037331]
2022-10-16 22:44, [6.052210936862891 0.047282897944241335]
2022-10-16 22:45, [5.956263799388057 0.04727193491577823]
2022-10-16 22:46, [5.9596344956502705 0.04584334227423285]
2022-10-16 22:47, [6.056828465192586 0.04623533179536325]
2022-10-16 22:48, [6.04294151378746 0.04721048057646453]
2022-10-16 22:49, [5.962209861645726 0.04482864557628365]
2022-10-16 22:50, [6.069834586777961 0.0436678747250213]
2022-10-16 22:51, [6.063199653402169 0.04491259002520125]
2022-10-16 22:52, [6.056828465192586 0.04623533179536325]
2022-10-16 22:53, [5.8995598183526985 0.045733021847695336]
2022-10-16 22:54, [5.55095992407235 0.0444076793925788]
2022-10-16 22:55, [5.455269907109172 0.0454605825592431]
2022-10-16 22:56, [5.461626390169607 0.04513740818321989]
2022-10-16 22:58, [5.81922136172451 0.04849351134770425]
2022-10-16 22:59, [6.043356721592866 0.049535710832728404]
2022-10-16 23:00, [5.955432084627482 0.04764345667701986]
2022-10-16 23:01, [5.841203764601625 0.04950172681865784]
2022-10-16 23:02, [6.044798876569491 0.049144706313573094]
2022-10-16 23:03, [5.956263799388057 0.04727193491577823]
2022-10-16 23:04, [5.569021599350695 0.0435079812449273]
2022-10-16 23:05, [5.558450573065946 0.04275731210050728]
2022-10-16 23:06, [5.956263799388057 0.04727193491577823]
2022-10-16 23:07, [6.049204862210253 0.04800956239849407]
2022-10-16 23:08, [6.289306802586514 0.050314454420692115]
2022-10-16 23:09, [5.945469590471341 0.04756375672377073]
2022-10-16 23:10, [6.052210936862891 0.047282897944241335]
2022-10-16 23:11, [6.055274463139921 0.04657903433184554]
2022-10-16 23:12, [6.058397679912522 0.04589695212054941]
2022-10-16 23:13, [5.8881811231255945 0.04636363089075271]
2022-10-16 23:14, [5.8995598183526985 0.045733021847695336]
2022-10-16 23:15, [5.792621889381621 0.04709448690554164]
2022-10-16 23:16, [5.455306535975801 0.04508517798327108]
2022-10-16 23:17, [5.556550458772017 0.04517520698188632]
2022-10-16 23:18, [5.853308898985741 0.04797794179496509]
2022-10-16 23:19, [5.851130264596728 0.050009660381168615]
2022-10-16 23:20, [5.95709985202309 0.0469062980474259]
2022-10-16 23:21, [5.956263799388057 0.04727193491577823]
2022-10-16 23:22, [5.887598880787758 0.04672697524434728]
2022-10-16 23:23, [5.95794028801898 0.04654640850014828]
2022-10-16 23:24, [5.556412733501461 0.04592076639257406]
2022-10-16 23:25, [5.852870796877099 0.04837083303204214]
2022-10-16 23:26, [5.882451732965725 0.05027736523902329]
2022-10-16 23:27, [5.818867089904068 0.04889804277230309]
2022-10-16 23:28, [5.562485952227487 0.04522346302623973]
2022-10-16 23:29, [5.957099852023092 0.046906298047425916]
2022-10-16 23:30, [5.853308898985741 0.04797794179496509]
2022-10-16 23:31, [5.852870796877099 0.04837083303204214]
2022-10-16 23:32, [5.898393213209629 0.04644404104889472]
2022-10-16 23:33, [5.956263799388057 0.04727193491577823]
2022-10-16 23:34, [5.896659071701554 0.047553702191141564]
2022-10-16 23:35, [5.843836035225867 0.047127709961498926]
2022-10-16 23:36, [5.896659071701554 0.047553702191141564]
2022-10-16 23:37, [5.95794028801898 0.04654640850014828]
2022-10-16 23:38, [5.955432084627482 0.04764345667701986]
2022-10-16 23:39, [5.8864407024517735 0.0474712959875143]
2022-10-16 23:40, [5.898975454513825 0.04608574573838926]
2022-10-16 23:41, [6.059982408090897 0.045563777504442834]
2022-10-16 23:42, [6.310642549451945 0.04930189491759332]
2022-10-16 23:43, [5.960488361915946 0.04549991115966371]
2022-10-16 23:44, [5.5691706005376895 0.04283977385028992]
2022-10-16 23:45, [5.569021599350695 0.0435079812449273]
2022-10-16 23:46, [5.568798356934895 0.044550386855479164]
2022-10-16 23:47, [5.956263799388057 0.04727193491577823]
2022-10-16 23:48, [5.551905987192612 0.044415247897540894]
2022-10-16 23:49, [5.461702620630886 0.04440408634659257]
2022-10-16 23:50, [5.5628438061228715 0.043459717235334934]
2022-10-16 23:51, [5.821363594047228 0.04620129836545419]
2022-10-16 23:52, [5.53971040444212 0.046552188272622856]
2022-10-16 23:53, [5.568798356934895 0.044550386855479164]
2022-10-16 23:54, [5.961346800834747 0.04516171818814202]
2022-10-16 23:55, [5.959634495650271 0.045843342274232854]
2022-10-16 23:56, [6.3443849867185955 0.04806352262665603]
2022-10-16 23:57, [6.299851650964521 0.04960513110995686]
2022-10-16 23:58, [6.055274463139921 0.04657903433184554]
2022-10-16 23:59, [5.897813079076892 0.04680804031013406]
2022-10-17 00:00, [5.821004561315905 0.046568036490527244]
2022-10-17 00:01, [5.821363594047228 0.04620129836545419]
2022-10-17 00:02, [6.3443849867185955 0.04806352262665603]
2022-10-17 00:03, [5.9587851535813465 0.04619213297349881]
2022-10-17 00:04, [5.9596344956502705 0.04584334227423285]
2022-10-17 00:05, [5.95709985202309 0.0469062980474259]
2022-10-17 00:06, [5.885290832071456 0.04824008878747095]
2022-10-17 00:07, [5.95709985202309 0.0469062980474259]
2022-10-17 00:08, [5.821004561315905 0.046568036490527244]
2022-10-17 00:09, [6.050700853074102 0.04764331380373309]
2022-10-17 00:10, [5.8091378205757085 0.0480094034758323]
2022-10-17 00:11, [5.897813079076894 0.04680804031013407]
2022-10-17 00:12, [5.9546046629593326 0.04802100534644623]
2022-10-17 00:13, [5.562628997934784 0.04450103198347827]
2022-10-17 00:14, [5.562628997934784 0.04450103198347827]
2022-10-17 00:15, [5.455489805961186 0.043297538142549094]
2022-10-17 00:16, [5.900734975932978 0.04504377844223647]
2022-10-17 00:17, [5.85685749961089 0.04505274999700685]
2022-10-17 00:18, [5.898975454513825 0.04608574573838926]
2022-10-17 00:19, [5.8899406476913025 0.04530723575147156]
2022-10-17 00:20, [5.856857499610889 0.04505274999700684]
2022-10-17 00:21, [5.5691706005376895 0.04283977385028992]
2022-10-17 00:22, [5.95709985202309 0.0469062980474259]
2022-10-17 00:23, [5.896659071701554 0.047553702191141564]
2022-10-17 00:24, [5.819932262941635 0.04770436281099701]
2022-10-17 00:25, [5.852870796877099 0.04837083303204214]
2022-10-17 00:26, [5.562485952227486 0.045223463026239724]
2022-10-17 00:27, [5.897235036918603 0.04717788029534882]
2022-10-17 00:28, [6.04294151378746 0.04721048057646453]
2022-10-17 00:29, [5.95709985202309 0.0469062980474259]
2022-10-17 00:30, [5.9546046629593326 0.04802100534644623]
2022-10-17 00:31, [5.9596344956502705 0.04584334227423285]
2022-10-17 00:32, [5.895513312763392 0.04832387961281469]
2022-10-17 00:33, [5.9513370354233635 0.049594475295194694]
2022-10-17 00:35, [5.9521477189534275 0.04919130346242502]
2022-10-17 00:36, [6.052210936862891 0.047282897944241335]
2022-10-17 00:37, [6.324470234646874 0.048649771035745186]
2022-10-17 00:38, [6.053735381627509 0.04692818125292642]
2022-10-17 00:39, [5.956263799388057 0.04727193491577823]
2022-10-17 00:40, [5.550627613836136 0.04625523011530113]
2022-10-17 00:41, [5.540032333307875 0.0454101010926875]
2022-10-17 00:42, [5.821363594047228 0.04620129836545419]
2022-10-17 00:43, [5.455453135197704 0.043643625081581636]
2022-10-17 00:44, [5.9587851535813465 0.04619213297349881]
2022-10-17 00:45, [5.855073379934186 0.04646883634868402]
2022-10-17 00:46, [5.792621889381621 0.04709448690554164]
2022-10-17 00:47, [5.53977243847227 0.046164770320602254]
2022-10-17 00:48, [5.820288899329296 0.04731942194576663]
2022-10-17 00:49, [5.544979916419385 0.0469913552238931]
2022-10-17 00:50, [5.450869903016618 0.04504851159517866]
2022-10-17 00:51, [5.821004561315905 0.046568036490527244]
2022-10-17 00:52, [5.898975454513825 0.04608574573838926]
2022-10-17 00:53, [5.900146320258096 0.04538574092506228]
2022-10-17 00:54, [5.844723152617975 0.04638669168744425]
2022-10-17 00:55, [5.5508269172986004 0.04512867412437887]
2022-10-17 00:56, [5.854188711677678 0.04721119928772321]
2022-10-17 00:57, [5.95709985202309 0.0469062980474259]
2022-10-17 00:58, [6.056828465192586 0.04623533179536325]
2022-10-17 00:59, [6.354060350533315 0.04777488985363395]
2022-10-17 01:00, [6.061582959529089 0.04523569372782902]
2022-10-17 01:01, [6.318435889543628 0.04898012317475681]
2022-10-17 01:02, [6.04772270365596 0.04838178162924768]
2022-10-17 01:03, [5.781227671262332 0.048176897260519436]
2022-10-17 01:04, [5.79142462907009 0.048667433857731854]
2022-10-17 01:05, [5.819932262941635 0.04770436281099701]
2022-10-17 01:06, [5.539958684731622 0.04504031451001319]
2022-10-17 01:07, [5.8899406476913025 0.04530723575147156]
2022-10-17 01:08, [5.960488361915946 0.04549991115966371]
2022-10-17 01:09, [6.056828465192586 0.04623533179536325]
2022-10-17 01:10, [6.0664827943335915 0.044280896309004315]
2022-10-17 01:11, [6.050789129251362 0.045494655107153094]
2022-10-17 01:12, [5.898975454513825 0.04608574573838926]
2022-10-17 01:13, [5.897813079076892 0.04680804031013406]
2022-10-17 01:14, [5.8559629576472005 0.045749710606618754]
2022-10-17 01:15, [5.855517551705375 0.04610643741500295]
2022-10-17 01:16, [5.856409604637282 0.04539852406695567]
2022-10-17 01:17, [5.9587851535813465 0.04619213297349881]
2022-10-17 01:18, [5.898393213209629 0.04644404104889472]
2022-10-17 01:19, [5.952962523207602 0.04879477478039018]
2022-10-17 01:20, [5.887018745628849 0.04709614996503079]
2022-10-17 01:21, [6.050700853074102 0.04764331380373309]
2022-10-17 01:22, [5.568798356934895 0.044550386855479164]
2022-10-17 01:23, [5.955432084627482 0.04764345667701986]
2022-10-17 01:24, [5.900734975932978 0.04504377844223647]
2022-10-17 01:25, [5.898975454513825 0.04608574573838926]
2022-10-17 01:26, [5.898975454513825 0.04608574573838926]
2022-10-17 01:27, [6.055274463139921 0.04657903433184554]
2022-10-17 01:28, [5.898393213209629 0.04644404104889472]
2022-10-17 01:29, [5.81056915324296 0.04648455322594368]
2022-10-17 01:30, [5.854188711677678 0.04721119928772321]
2022-10-17 01:31, [5.85418871167768 0.04721119928772323]
2022-10-17 01:32, [5.821004561315905 0.046568036490527244]
2022-10-17 01:33, [5.887018745628849 0.04709614996503079]
2022-10-17 01:34, [5.9546046629593326 0.04802100534644623]
2022-10-17 01:35, [6.282782458024921 0.050667600467942914]
2022-10-17 01:36, [5.89608516855401 0.04793565177686187]
2022-10-17 01:37, [6.0384109735076255 0.048307287788061]
2022-10-17 01:38, [5.894943489774028 0.048718541237801886]
2022-10-17 01:39, [5.5622002431914686 0.04674117851421402]
2022-10-17 01:40, [5.556481581345477 0.04554493099463506]
2022-10-17 01:41, [5.821004561315905 0.046568036490527244]
2022-10-17 01:42, [5.551093041298717 0.04370939402597415]
2022-10-17 01:45, [5.562700568685327 0.04414841721178831]
2022-10-17 01:46, [5.551834416426451 0.04477285819698751]
2022-10-17 01:47, [5.455453135197704 0.043643625081581636]
2022-10-17 01:48, [5.8995598183526985 0.045733021847695336]
2022-10-17 01:49, [6.04772270365596 0.04838178162924768]
2022-10-17 01:50, [5.545686998521334 0.04583212395472177]
2022-10-17 01:51, [6.049204862210253 0.04800956239849407]
2022-10-17 01:52, [6.326627570192137 0.0486663659245549]
2022-10-17 01:53, [5.956263799388057 0.04727193491577823]
2022-10-17 01:54, [5.852870796877099 0.04837083303204214]
2022-10-17 01:55, [5.729243808312873 0.04855291362977011]
2022-10-17 01:56, [5.519388998005043 0.05110545368523188]
2022-10-17 01:59, [5.504304255378785 0.049145573708739156]
2022-10-17 02:01, [5.446028521539894 0.047772180013507845]
2022-10-17 02:02, [5.451842817901544 0.04956220743546858]
2022-10-17 02:03, [5.528358589547896 0.050718886142641244]
2022-10-17 02:05, [5.5445958084508575 0.04950531971831123]
2022-10-17 02:06, [5.561843821518637 0.0487881036975319]
2022-10-17 02:07, [5.894943489774028 0.048718541237801886]
2022-10-17 02:08, [5.818160886535143 0.049727870825086694]
2022-10-17 02:09, [5.817808948133363 0.050153525414942786]
2022-10-17 02:10, [5.5445958084508575 0.04950531971831123]
2022-10-17 02:11, [5.4488741135082215 0.04908895597755154]
2022-10-17 02:12, [5.539633973792549 0.04775546529131508]
2022-10-17 02:13, [5.539276837113894 0.04945782890280263]
2022-10-17 02:15, [5.550362260764837 0.0478479505238348]
2022-10-17 02:16, [5.895513312763394 0.04832387961281471]
2022-10-17 02:17, [5.897813079076892 0.04680804031013406]
2022-10-17 02:18, [5.556619365806516 0.04481144649843965]
2022-10-17 02:19, [5.534248547492596 0.04854603989028593]
2022-10-17 02:20, [5.7672294893236336 0.04971749559761753]
2022-10-17 02:21, [5.551405661589716 0.047045810691438275]
2022-10-17 02:22, [5.550428557863917 0.047439560323623224]
2022-10-17 02:23, [5.556206367210723 0.047086494637379]
2022-10-17 02:24, [5.550428557863916 0.04743956032362322]
2022-10-17 02:25, [5.518056126781077 0.05205713327151959]
2022-10-17 02:26, [5.523853304475468 0.05311397408149488]
2022-10-17 02:27, [5.437127382083141 0.05278764448624409]
2022-10-17 02:28, [5.445614182074639 0.05338837433406509]
2022-10-17 02:29, [5.344361693699893 0.05239570287941072]
2022-10-17 02:30, [5.519170597371122 0.05306894805164541]
2022-10-17 02:31, [5.309357346749206 0.05309357346749206]
2022-10-17 02:32, [5.349215279425215 0.049075369536011146]
2022-10-17 02:33, [5.451806971926826 0.050016577724099315]
2022-10-17 02:34, [5.804226468578264 0.05424510718297443]
2022-10-17 02:35, [5.816757745410363 0.0514757322602687]
2022-10-17 02:36, [5.766717462409587 0.05058524089832971]
2022-10-17 02:37, [6.052210936862891 0.047282897944241335]
2022-10-17 02:38, [5.956263799388057 0.04727193491577823]
2022-10-17 02:39, [5.894943489774028 0.048718541237801886]
2022-10-17 02:40, [5.451986282012582 0.04782444107028581]
2022-10-17 02:41, [5.533769708515306 0.05220537460863497]
2022-10-17 02:42, [5.533709954090664 0.052701999562768234]
2022-10-17 02:43, [5.523034897963244 0.052104102810974]
2022-10-17 02:44, [5.448733406638147 0.050922742118113526]
2022-10-17 02:45, [5.84940842820686 0.051764676355812916]
2022-10-17 02:46, [5.817107380930577 0.0510272577274612]
2022-10-17 02:47, [5.444255710896073 0.04817925407872631]
2022-10-17 02:48, [5.442927078797905 0.05039747295183245]
2022-10-17 02:49, [5.385323589779959 0.048516428736756385]
2022-10-17 02:50, [5.4346099395056635 0.04940554490459694]
2022-10-17 02:51, [5.508485170697927 0.05246176353045645]
2022-10-17 02:52, [5.533889284229657 0.05123971559471904]
2022-10-17 02:53, [5.556206367210723 0.047086494637379]
2022-10-17 02:55, [5.458024939550588 0.04961840854136899]
2022-10-17 02:56, [5.39788858228504 0.04734989984460561]
2022-10-17 02:57, [5.455269907109172 0.0454605825592431]
2022-10-17 02:58, [5.539276837113896 0.04945782890280264]
2022-10-17 02:59, [5.727633349211749 0.05206939408374318]
2022-10-17 03:00, [5.528420408281529 0.0502583673480139]
2022-10-17 03:01, [5.454940623406208 0.04914360921987575]
2022-10-17 03:02, [5.4520939644192135 0.04659909371298473]
2022-10-17 03:03, [5.556412733501461 0.04592076639257406]
2022-10-17 03:04, [6.049204862210253 0.04800956239849407]
2022-10-17 03:05, [6.044798876569491 0.049144706313573094]
2022-10-17 03:06, [5.89608516855401 0.04793565177686187]
2022-10-17 03:07, [5.8943756851849125 0.04911979737654094]
2022-10-17 03:08, [5.942987275112054 0.04871301045173814]
2022-10-17 03:09, [5.942987275112054 0.04871301045173814]
2022-10-17 03:10, [5.956263799388057 0.04727193491577823]
2022-10-17 03:11, [5.562343034055452 0.04596977714095415]
