Time, Values
2022-10-16 11:17, [5.7442003750806165 0.0552326959142367]
2022-10-16 11:18, [5.509784393191544 0.05739358742907858]
2022-10-16 11:21, [5.448663099491894 0.051892029518970414]
2022-10-16 11:22, [5.389136554571677 0.053357787669026505]
2022-10-16 11:23, [5.555451955685478 0.0519201117353783]
2022-10-16 11:24, [5.544212618678347 0.052303892629041004]
2022-10-16 11:26, [5.544723742201416 0.04863792756317032]
2022-10-16 11:27, [5.8910104565461525 0.05167553032058028]
2022-10-16 11:28, [5.4551234752833 0.04702692651106293]
2022-10-16 11:29, [5.550362260764837 0.0478479505238348]
2022-10-16 11:30, [5.533929156996909 0.04897282439820274]
2022-10-16 11:31, [5.448909309532494 0.0486509759779687]
2022-10-16 11:32, [5.389233559131236 0.05132603389648797]
2022-10-16 11:33, [5.439984354778837 0.0518093748074175]
2022-10-16 11:34, [5.426300079414164 0.053725743360536274]
2022-10-16 11:35, [5.442927078797905 0.05039747295183245]
2022-10-16 11:36, [5.445855749923798 0.04996197935709906]
2022-10-16 11:37, [5.561417158974941 0.05149460332384205]
2022-10-16 11:38, [5.7875941606453125 0.05459994491174823]
2022-10-16 11:43, [5.429289666606587 0.05074102492155688]
2022-10-16 11:44, [5.523909494719272 0.05260866185446926]
2022-10-16 11:45, [5.710445404468831 0.05490812888912337]
2022-10-16 11:46, [5.519006991948531 0.05464363358364883]
2022-10-16 11:47, [5.523034897963244 0.052104102810974]
2022-10-16 11:49, [5.519388998005043 0.05110545368523188]
2022-10-16 11:50, [5.682576779278747 0.05464016133921872]
2022-10-16 11:51, [5.538844439307317 0.052750899421974445]
2022-10-16 11:52, [5.385039754025481 0.05439434094975233]
2022-10-16 11:53, [5.379061653773396 0.05662170161866733]
2022-10-16 11:54, [5.383029959804693 0.05492887714086422]
2022-10-16 11:55, [5.514408804897164 0.05514408804897163]
2022-10-16 11:56, [5.671631087812593 0.055604226351103854]
2022-10-16 11:57, [5.5285033350006225 0.05473765678218438]
2022-10-16 12:06, [5.439784717352783 0.05494732037730084]
2022-10-16 12:10, [5.305588497631846 0.05584829997507206]
2022-10-16 12:11, [5.344380030283004 0.05188718476002916]
2022-10-16 12:12, [5.514673853855571 0.05252070337005306]
2022-10-16 12:13, [5.8146757971963945 0.05434276445977939]
2022-10-16 12:14, [5.538972233316148 0.05225445503128442]
2022-10-16 12:15, [5.454940623406208 0.04914360921987575]
2022-10-16 12:16, [5.393589884104562 0.04773088393012887]
2022-10-16 12:19, [5.389306351093476 0.049900984732347005]
2022-10-16 12:20, [5.385181609080667 0.051287443896006354]
2022-10-16 12:21, [5.345790525366113 0.05627147921438014]
2022-10-16 12:22, [5.509681506562794 0.058613633048540364]
2022-10-16 12:24, [5.54937108060507 0.05494426812480267]
2022-10-16 12:25, [5.523516576012626 0.056362414040945163]
2022-10-16 12:26, [5.311810271321445 0.055331356992931714]
2022-10-16 12:28, [5.342818316163209 0.052380571727090285]
2022-10-16 12:29, [5.385110665861459 0.052795202606484896]
2022-10-16 12:30, [5.5194436446890975 0.050637097657698145]
2022-10-16 12:31, [5.440050955876678 0.05084159771847362]
2022-10-16 12:32, [5.43722552863939 0.05129458045886217]
2022-10-16 12:33, [5.437290993077349 0.05034528697293842]
2022-10-16 12:34, [5.765952475622841 0.05194551779840397]
2022-10-16 12:35, [5.7462119168991 0.05085143289291239]
2022-10-16 12:36, [5.5334180333742715 0.05269921936546925]
2022-10-16 12:37, [5.454721476120161 0.051949728344001536]
2022-10-16 12:38, [5.549766817521033 0.05186697960300031]
2022-10-16 12:39, [5.555315170593571 0.052907763529462574]
2022-10-16 12:40, [5.744645208024707 0.05419476611344063]
2022-10-16 12:41, [5.437094679913675 0.05330484980307524]
2022-10-16 12:42, [5.505740623332635 0.05451228339933302]
2022-10-16 12:43, [5.440050955876678 0.05084159771847362]
2022-10-16 12:44, [5.387194781611749 0.05130661696773094]
2022-10-16 12:45, [5.376424130528509 0.05120403933836675]
2022-10-16 12:46, [5.448592823168752 0.052898959448240315]
2022-10-16 12:53, [5.523572648325259 0.055793663114396555]
2022-10-16 12:54, [5.517708746786125 0.05517708746786125]
2022-10-16 12:55, [5.381091159633518 0.054354456157914316]
2022-10-16 12:57, [5.539029609851024 0.0512873112023243]
2022-10-16 12:58, [5.533889284229657 0.05123971559471904]
2022-10-16 12:59, [5.529082720482956 0.04981155604038699]
2022-10-16 13:00, [5.555863012679048 0.04916692931574378]
2022-10-16 13:01, [5.789940520131071 0.05078895193097431]
2022-10-16 13:02, [5.728436556322726 0.05024944347651514]
2022-10-16 13:03, [5.432098572003368 0.051246212943428]
2022-10-16 13:04, [5.4457176665800215 0.051863977776952584]
2022-10-16 13:05, [5.448592823168752 0.052898959448240315]
2022-10-16 13:06, [5.387075066825365 0.05387075066825365]
2022-10-16 13:07, [5.426104006354819 0.05711688427741915]
2022-10-16 13:12, [5.448663099491894 0.051892029518970414]
2022-10-16 13:13, [5.54446797672182 0.050404254333834726]
2022-10-16 13:14, [5.389185049513718 0.05232218494673513]
2022-10-16 13:23, [5.4370292955823265 0.05437029295582327]
2022-10-16 13:24, [5.451842817901544 0.04956220743546858]
2022-10-16 13:27, [5.389063839655721 0.05499044734342572]
2022-10-16 13:28, [5.503561257052405 0.056158788337269436]
2022-10-16 13:29, [5.423557978322332 0.053698593844775565]
2022-10-16 13:30, [5.375322613801063 0.05485023075307207]
2022-10-16 13:31, [5.50559016020863 0.05617949143070031]
2022-10-16 13:32, [5.4369966134150065 0.05491915771126269]
2022-10-16 13:33, [5.519061508538213 0.05410844616213934]
2022-10-16 13:34, [5.431435492685662 0.05717300518616486]
2022-10-16 13:35, [5.4370292955823265 0.05437029295582327]
2022-10-16 13:36, [5.7100859398633395 0.05598123470454255]
2022-10-16 13:37, [5.778262132828289 0.05252965575298444]
2022-10-16 13:38, [5.561417158974941 0.05149460332384205]
2022-10-16 13:39, [5.53365022193223 0.053208175210886825]
2022-10-16 13:43, [5.505439838182575 0.05795199829665868]
2022-10-16 13:44, [5.764181576904779 0.055424822854853645]
2022-10-16 13:45, [5.763679178534193 0.05650665861308033]
2022-10-16 13:51, [5.389112312601186 0.05389112312601186]
2022-10-16 13:53, [5.5141441934636575 0.05804362308909113]
2022-10-16 13:54, [5.726237348782346 0.055594537366818894]
2022-10-16 13:55, [5.764181576904779 0.055424822854853645]
2022-10-16 13:56, [5.451699482072599 0.05143112718936414]
2022-10-16 13:57, [5.454794491931806 0.05097938777506361]
2022-10-16 13:58, [5.389063839655721 0.05499044734342572]
2022-10-16 13:59, [5.324383570421021 0.057251436241086244]
2022-10-16 14:00, [5.50559016020863 0.05617949143070031]
2022-10-16 14:01, [5.339686370431007 0.05504831309722688]
2022-10-16 14:03, [5.332023708557642 0.05279231394611527]
2022-10-16 14:04, [5.437192806443276 0.051782788632793106]
2022-10-16 14:05, [5.385134310112798 0.052282857379735904]
2022-10-16 14:06, [5.501454015557848 0.055570242581392405]
2022-10-16 14:09, [5.385157957852191 0.05178036497934799]
2022-10-16 14:10, [5.434352579092906 0.05327796646169516]
2022-10-16 14:11, [5.335212811419527 0.05557513345228674]
2022-10-16 14:12, [5.309298403036411 0.05530519169829595]
2022-10-16 14:13, [5.509835861280309 0.05680243155959082]
2022-10-16 14:14, [5.4369966134150065 0.05491915771126269]
2022-10-16 14:20, [5.374197891955197 0.055981228041199975]
2022-10-16 14:21, [5.514514771896541 0.05406387031271118]
2022-10-16 14:24, [5.431861424398306 0.05486728711513441]
2022-10-16 14:27, [5.43722552863939 0.05129458045886217]
2022-10-16 14:28, [5.344398368963867 0.0513884458554218]
2022-10-16 14:29, [5.510093449892818 0.05402052401855704]
2022-10-16 14:30, [5.533829485222761 0.05171803257217534]
2022-10-16 14:34, [5.383193406361287 0.05126850863201226]
2022-10-16 14:35, [5.4428592722010105 0.051347728983028404]
2022-10-16 14:36, [5.534188614338897 0.0489751204808752]
2022-10-16 14:45, [5.514567781676628 0.05353949302598668]
2022-10-16 14:46, [5.435199352729165 0.04852856564936754]
2022-10-16 14:49, [5.539214994542618 0.04990283778867224]
2022-10-16 14:50, [5.503879263304648 0.052921915993313924]
2022-10-16 14:51, [5.523740983042959 0.054154323363166265]
2022-10-16 14:52, [5.78701289809952 0.05564435478941846]
2022-10-16 14:57, [5.3068688177441885 0.05360473553276958]
2022-10-16 15:03, [5.3412357034162765 0.0539518757920836]
2022-10-16 15:06, [5.379061653773396 0.05662170161866733]
2022-10-16 15:11, [5.494895861299934 0.05550399859898923]
2022-10-16 15:18, [5.4342883034991125 0.05434288303499112]
2022-10-16 15:19, [5.385087025097147 0.053317693317793534]
2022-10-16 15:20, [5.383146690336983 0.05226356010035906]
2022-10-16 15:21, [5.385039754025481 0.05439434094975233]
2022-10-16 15:22, [5.695577892825118 0.05583899894926586]
2022-10-16 15:23, [5.727633349211749 0.05206939408374318]
2022-10-16 15:24, [5.423557978322332 0.053698593844775565]
2022-10-16 15:25, [5.341199744573722 0.055063914892512604]
2022-10-16 15:26, [5.439984354778837 0.0518093748074175]
2022-10-16 15:27, [5.382720516923954 0.04938275703599958]
2022-10-16 15:28, [5.443999893298077 0.05135848955941582]
2022-10-16 15:41, [5.341163793795754 0.05622277677679741]
2022-10-16 15:43, [5.420451615928929 0.061596041090101465]
2022-10-16 15:48, [5.436931269063492 0.056050837825396826]
2022-10-16 15:49, [5.439651763729011 0.05725949224977907]
2022-10-16 15:50, [5.448382178868033 0.056168888441938486]
2022-10-16 15:51, [5.431861424398306 0.05486728711513441]
2022-10-16 15:52, [5.709548249858196 0.057672204544022186]
2022-10-16 15:53, [5.523740983042959 0.054154323363166265]
2022-10-16 15:54, [5.7442003750806165 0.0552326959142367]
2022-10-16 15:55, [5.426169337397093 0.05593989007625869]
2022-10-16 15:56, [5.332173661170576 0.060592882513302]
2022-10-16 15:58, [5.338046070901874 0.05997804574047049]
2022-10-16 15:59, [5.280618992912741 0.055006447842841054]
2022-10-16 16:00, [5.434384726557153 0.0527610167626908]
2022-10-16 16:01, [5.682425630453461 0.05516918087818894]
2022-10-16 16:02, [5.6957419727012795 0.055298465754381354]
2022-10-16 16:03, [5.4457176665800215 0.051863977776952584]
2022-10-16 16:04, [5.435095689755008 0.04986326320876154]
2022-10-16 16:05, [5.393614812814164 0.047312410638720735]
2022-10-16 16:06, [5.550031185936915 0.050000280954386626]
2022-10-16 16:12, [5.527803291136879 0.055278032911368784]
2022-10-16 16:13, [5.7442003750806165 0.0552326959142367]
2022-10-16 16:14, [5.549634796633764 0.052853664729845366]
2022-10-16 16:15, [5.437127382083141 0.05278764448624409]
2022-10-16 16:16, [5.5036142143034 0.05559206277074141]
2022-10-16 16:17, [5.509784393191544 0.05739358742907858]
2022-10-16 16:18, [5.345994151332122 0.05043390708803889]
2022-10-16 16:19, [5.332078197356538 0.05126998266688979]
2022-10-16 16:22, [5.556688302474438 0.0444535064197955]
2022-10-16 16:23, [5.452165792898253 0.045816519268052545]
2022-10-16 16:24, [5.539648394409135 0.04694617283397572]
2022-10-16 16:25, [5.854188711677678 0.04721119928772321]
2022-10-16 16:26, [5.898975454513825 0.04608574573838926]
2022-10-16 16:27, [5.853308898985741 0.04797794179496509]
2022-10-16 16:28, [5.843836035225867 0.047127709961498926]
2022-10-16 16:32, [5.539899436776676 0.04616582863980564]
2022-10-16 16:33, [5.790532515880966 0.04991838375759454]
2022-10-16 16:34, [5.728637988523965 0.04981424337846926]
2022-10-16 16:35, [5.519170597371122 0.05306894805164541]
2022-10-16 16:36, [5.513227345337233 0.05201157872959654]
2022-10-16 16:37, [5.442927078797905 0.05039747295183245]
2022-10-16 16:38, [5.442960992855196 0.04993542195279996]
2022-10-16 16:39, [5.5290246876080955 0.05026386079643723]
2022-10-16 16:44, [5.418086296747789 0.05585655976028648]
2022-10-16 16:45, [5.377282520766793 0.053240420997691024]
2022-10-16 16:46, [5.437192806443276 0.051782788632793106]
2022-10-16 16:48, [5.5235139158905655 0.0484518764551804]
2022-10-16 16:49, [5.789940520131071 0.05078895193097431]
2022-10-16 16:50, [5.451806971926826 0.050016577724099315]
2022-10-16 16:51, [5.44282537965534 0.051836432187193714]
2022-10-16 16:52, [5.6991119805586345 0.05699111980558635]
2022-10-16 16:53, [5.523740983042959 0.054154323363166265]
2022-10-16 16:54, [5.670411245053372 0.05400391661955592]
2022-10-16 16:58, [5.445786693383635 0.05089520274190313]
2022-10-16 16:59, [5.539153175820635 0.05035593796200578]
2022-10-16 17:00, [5.43196301612958 0.05325453937381941]
2022-10-16 17:01, [5.442656024333621 0.05442656024333621]
2022-10-16 17:03, [5.51435584765472 0.05570056411772444]
2022-10-16 17:04, [5.426169337397093 0.05593989007625869]
2022-10-16 17:05, [5.389112312601186 0.05389112312601186]
2022-10-16 17:06, [5.442757616054407 0.05284230695198453]
2022-10-16 17:09, [5.387146884968019 0.05230239694143708]
2022-10-16 17:11, [5.38305329911186 0.05437427574860465]
2022-10-16 17:12, [5.434888564701532 0.0527659083951605]
2022-10-16 17:13, [5.5285033350006225 0.05473765678218438]
2022-10-16 17:14, [5.538659482417316 0.054300583160954076]
2022-10-16 17:15, [5.533769708515306 0.05220537460863497]
2022-10-16 17:16, [5.777091110312239 0.05450085953124754]
2022-10-16 17:17, [5.451699482072599 0.05143112718936414]
2022-10-16 17:18, [5.451663668132566 0.051920606363167296]
2022-10-16 17:20, [5.508266918706849 0.054537296224820286]
2022-10-16 17:21, [5.3443066965322865 0.05398289592456855]
2022-10-16 17:22, [5.344361693699893 0.05239570287941072]
2022-10-16 17:26, [5.385181609080666 0.05128744389600634]
2022-10-16 17:27, [5.347549858204611 0.050929046268615344]
2022-10-16 17:32, [5.716239055096063 0.0539267835386421]
2022-10-16 17:33, [5.53365022193223 0.053208175210886825]
2022-10-16 17:34, [5.436963937909633 0.05547922385622075]
2022-10-16 17:35, [5.344361693699893 0.05239570287941072]
2022-10-16 17:37, [5.314438175970389 0.05261819976208306]
2022-10-16 17:40, [5.498784094566293 0.060426198841387835]
2022-10-16 17:41, [5.426060847627626 0.059627042281622265]
2022-10-16 17:42, [5.333754665386207 0.055559944431106324]
2022-10-16 17:43, [5.518843553335283 0.05631473013607431]
2022-10-16 17:44, [5.372188686304157 0.056549354592675335]
2022-10-16 17:45, [5.3869554413776255 0.05670479411976448]
2022-10-16 17:47, [5.549832868761182 0.05138734137741836]
2022-10-16 17:48, [5.53909138092956 0.05081735211861982]
2022-10-16 17:49, [5.52890868484893 0.05119359893378639]
2022-10-16 17:50, [5.385181609080667 0.051287443896006354]
2022-10-16 17:51, [5.442960992855196 0.04993542195279996]
2022-10-16 17:52, [5.523909494719272 0.05260866185446926]
2022-10-16 17:53, [5.441048218942185 0.04991787356827693]
2022-10-16 17:54, [5.445786693383635 0.05089520274190313]
2022-10-16 17:55, [5.439984354778837 0.0518093748074175]
2022-10-16 17:56, [5.533709954090664 0.052701999562768234]
2022-10-16 17:57, [5.5191160436748685 0.05358365090946474]
2022-10-16 17:58, [5.3830766418176825 0.05383076641817683]
2022-10-16 18:00, [5.5502297487680465 0.04868622586638637]
2022-10-16 18:01, [5.820288899329295 0.047319421945766625]
2022-10-16 18:02, [5.947146083387145 0.046827921916434215]
2022-10-16 18:03, [5.897813079076892 0.04680804031013406]
2022-10-16 18:04, [5.7672294893236336 0.04971749559761753]
2022-10-16 18:05, [5.7471141024365915 0.0491206333541589]
2022-10-16 18:06, [5.883581345732227 0.04944186004816998]
2022-10-16 18:07, [5.851130264596728 0.050009660381168615]
2022-10-16 18:08, [5.895513312763392 0.04832387961281469]
2022-10-16 18:09, [5.818867089904068 0.04889804277230309]
2022-10-16 18:10, [5.4520939644192135 0.04659909371298473]
2022-10-16 18:11, [5.790236244721573 0.050349880388883245]
2022-10-16 18:12, [5.850698068501432 0.05043705231466751]
2022-10-16 18:13, [5.5387827632957025 0.05325752657015099]
2022-10-16 18:14, [5.765191122201098 0.053381399279639793]
2022-10-16 18:15, [5.5229153668093645 0.053104955450090044]
2022-10-16 18:17, [5.3852052637992545 0.050803823243389196]
2022-10-16 18:18, [5.347568563152756 0.05044876002974298]
2022-10-16 18:19, [5.38052857178727 0.05124312925511686]
2022-10-16 18:20, [5.555863012679048 0.04916692931574378]
2022-10-16 18:21, [5.549898947228903 0.05091650410301746]
2022-10-16 18:22, [5.455013739129686 0.0482744578684043]
2022-10-16 18:23, [5.461626390169607 0.04513740818321989]
2022-10-16 18:24, [5.455269907109172 0.0454605825592431]
2022-10-16 18:25, [5.818160886535143 0.049727870825086694]
2022-10-16 18:26, [5.894943489774029 0.04871854123780189]
2022-10-16 18:27, [5.956263799388057 0.04727193491577823]
2022-10-16 18:28, [5.842953800245931 0.04789306393644206]
2022-10-16 18:29, [5.896659071701554 0.047553702191141564]
2022-10-16 18:30, [5.853308898985741 0.04797794179496509]
2022-10-16 18:31, [5.791126706014167 0.04907734496622176]
2022-10-16 18:32, [5.780034864359679 0.04982788676172137]
2022-10-16 18:33, [5.445890289353093 0.04950809353957357]
2022-10-16 18:35, [5.455013739129686 0.0482744578684043]
2022-10-16 18:36, [5.458285969044564 0.046652016829440715]
2022-10-16 18:37, [5.389354897438581 0.04899413543125983]
2022-10-16 18:38, [5.455160070701312 0.04662529974958386]
2022-10-16 18:39, [5.461435972465699 0.04708134459022154]
2022-10-16 18:40, [5.454794491931806 0.05097938777506361]
2022-10-16 18:41, [5.523034897963244 0.052104102810974]
2022-10-16 18:42, [5.519225169639609 0.052564049234662936]
2022-10-16 18:43, [5.544531879843819 0.049950737656250625]
2022-10-16 18:44, [5.78994052013107 0.0507889519309743]
2022-10-16 18:45, [5.780332235010099 0.04940454901718033]
2022-10-16 18:46, [5.544723742201416 0.04863792756317032]
2022-10-16 18:47, [5.539462508107689 0.04816923920093642]
2022-10-16 18:51, [5.445545229500474 0.05445545229500474]
2022-10-16 18:52, [5.54427642006306 0.05181566747722486]
2022-10-16 18:53, [5.790236244721573 0.050349880388883245]
2022-10-16 18:54, [6.032562806817414 0.04985589096543318]
2022-10-16 18:55, [5.851998168409909 0.049176455196721924]
2022-10-16 18:56, [5.528966675735151 0.050724464915001384]
2022-10-16 18:57, [5.442893171914187 0.050868160485179316]
2022-10-16 18:58, [5.426300079414164 0.053725743360536274]
2022-10-16 18:59, [5.76620706580072 0.051483991658935004]
2022-10-16 19:00, [5.817808948133363 0.050153525414942786]
2022-10-16 19:01, [5.5445958084508575 0.04950531971831123]
2022-10-16 19:02, [5.816408870834698 0.05193222206102409]
2022-10-16 19:03, [5.568278663850898 0.04718880223602456]
2022-10-16 19:07, [5.389549229974278 0.04567414601673117]
2022-10-16 19:08, [5.529315062306064 0.04808100054179186]
2022-10-16 19:09, [5.534188614338897 0.0489751204808752]
2022-10-16 19:10, [5.529198849299295 0.048930963268135355]
2022-10-16 19:11, [5.449120648116239 0.04617898854335795]
2022-10-16 19:12, [5.528915818274574 0.046855218798937066]
2022-10-16 19:13, [5.4549771770992574 0.04870515336695765]
2022-10-16 19:14, [5.544979916419385 0.0469913552238931]
2022-10-16 19:15, [5.82064633093597 0.04694069621722557]
2022-10-16 19:16, [5.534121249307215 0.04770794180437254]
2022-10-16 19:17, [5.448979724772888 0.047798067761165686]
2022-10-16 19:18, [5.4428931719141875 0.05086816048517932]
2022-10-16 19:19, [5.439984354778837 0.0518093748074175]
2022-10-16 19:20, [5.443062778098888 0.048598774804454355]
2022-10-16 19:21, [5.550561234376843 0.04664337171745247]
2022-10-16 19:22, [5.534248547492596 0.04854603989028593]
2022-10-16 19:23, [5.81922136172451 0.04849351134770425]
2022-10-16 19:24, [5.544915834474218 0.04739244302969417]
2022-10-16 19:26, [5.550561234376844 0.046643371717452475]
2022-10-16 19:27, [5.556412733501461 0.04592076639257406]
2022-10-16 19:28, [5.539648394409135 0.04694617283397572]
2022-10-16 19:31, [5.79142462907009 0.048667433857731854]
2022-10-16 19:32, [5.851563629121302 0.049589522280689004]
2022-10-16 19:33, [5.852433888848965 0.048770282407074705]
2022-10-16 19:34, [5.893246074363739 0.049942763342065585]
2022-10-16 19:35, [5.849837156514594 0.051314361022057844]
2022-10-16 19:36, [5.891566444763356 0.051231012563159616]
2022-10-16 19:37, [5.56212889542916 0.04713668555448441]
2022-10-16 19:38, [5.452022168111338 0.04740888841835946]
2022-10-16 19:39, [5.52345396030957 0.04888012354256256]
2022-10-16 19:40, [5.550428557863917 0.047439560323623224]
2022-10-16 19:41, [5.544404099064546 0.050866092651968314]
2022-10-16 19:42, [5.550031185936915 0.050000280954386626]
2022-10-16 19:43, [5.756178780075147 0.05049279631644866]
2022-10-16 19:44, [5.4550868882179 0.04743553815841652]
2022-10-16 19:45, [5.454940623406208 0.04914360921987575]
2022-10-16 19:46, [5.461664500868818 0.04476774181040015]
2022-10-16 19:47, [5.839903662975248 0.050781770982393455]
2022-10-16 19:48, [5.539338703552875 0.04902069649161837]
2022-10-16 19:49, [5.534188614338897 0.0489751204808752]
2022-10-16 19:50, [5.539400593877988 0.048591233279631475]
2022-10-16 19:51, [6.031133504546786 0.05025944587122322]
2022-10-16 19:52, [5.894943489774029 0.04871854123780189]
2022-10-16 19:53, [5.789940520131071 0.05078895193097431]
2022-10-16 19:54, [5.894943489774028 0.048718541237801886]
2022-10-16 19:55, [5.841639485619546 0.04908940744218106]
2022-10-16 19:56, [5.789645340096524 0.051235799469880744]
2022-10-16 19:57, [5.550494882393682 0.04703809222367527]
2022-10-16 19:58, [5.851563629121302 0.049589522280689004]
2022-10-16 19:59, [5.817808948133363 0.050153525414942786]
2022-10-16 20:00, [5.550428557863917 0.047439560323623224]
2022-10-16 20:01, [5.5622002431914686 0.04674117851421402]
2022-10-16 20:02, [5.562414477213776 0.04559356128863751]
2022-10-16 20:03, [5.539766650332313 0.046947175002816206]
2022-10-16 20:04, [5.447678081046137 0.04502213290120774]
2022-10-16 20:05, [5.455050309501297 0.04785131850439735]
2022-10-16 20:06, [5.451842817901544 0.04956220743546858]
2022-10-16 20:07, [5.389233559131236 0.05132603389648797]
2022-10-16 20:09, [5.451986282012582 0.04782444107028581]
2022-10-16 20:10, [5.5446597625632705 0.049067785509409476]
2022-10-16 20:11, [5.850698068501432 0.05043705231466751]
2022-10-16 20:12, [5.842514496923564 0.0482852437762278]
2022-10-16 20:13, [5.56212889542916 0.04713668555448441]
2022-10-16 20:14, [5.852870796877099 0.04837083303204214]
2022-10-16 20:15, [5.712254919099242 0.05010749929034423]
2022-10-16 20:16, [5.534308503062631 0.04812442176576201]
2022-10-16 20:17, [5.7669732714277835 0.05014759366458942]
2022-10-16 20:18, [5.816408870834698 0.05193222206102409]
2022-10-16 20:19, [5.53909138092956 0.05081735211861982]
2022-10-16 20:20, [5.534128703584779 0.049411863424864096]
2022-10-16 20:21, [5.391446107259896 0.048571586551890956]
2022-10-16 20:22, [5.443164628014159 0.04733186633055791]
2022-10-16 20:23, [5.561843821518637 0.0487881036975319]
2022-10-16 20:24, [5.888805589420851 0.053534596267462285]
2022-10-16 20:25, [5.889353969547266 0.05305724296889429]
2022-10-16 20:26, [5.77944177291162 0.050696857657119475]
2022-10-16 20:27, [5.84940842820686 0.051764676355812916]
2022-10-16 20:28, [5.789645340096524 0.051235799469880744]
2022-10-16 20:29, [5.851998168409909 0.049176455196721924]
2022-10-16 20:30, [5.550428557863917 0.047439560323623224]
2022-10-16 20:31, [5.544723742201416 0.04863792756317032]
2022-10-16 20:32, [5.53971040444212 0.046552188272622856]
2022-10-16 20:33, [5.5560689371313865 0.04789714600975333]
2022-10-16 20:34, [5.5502297487680465 0.04868622586638637]
2022-10-16 20:35, [5.754903796804186 0.05279728253948794]
2022-10-16 20:36, [5.448733406638147 0.050922742118113526]
2022-10-16 20:37, [5.550031185936915 0.050000280954386626]
2022-10-16 20:38, [5.850267034551754 0.050871887256971775]
2022-10-16 20:39, [5.807014503476324 0.05049577829109847]
2022-10-16 20:40, [5.817107380930577 0.0510272577274612]
2022-10-16 20:41, [5.539338703552875 0.04902069649161837]
2022-10-16 20:42, [5.7669732714277835 0.05014759366458942]
2022-10-16 20:43, [5.539462508107689 0.04816923920093642]
2022-10-16 20:46, [5.45519667447575 0.04623048029216737]
2022-10-16 20:47, [5.539462508107689 0.04816923920093642]
2022-10-16 20:48, [5.444255710896073 0.04817925407872631]
2022-10-16 20:49, [5.789645340096524 0.051235799469880744]
2022-10-16 20:50, [5.790532515880966 0.04991838375759454]
2022-10-16 20:51, [5.544787747385679 0.048215545629440686]
2022-10-16 20:52, [5.441155804998223 0.048581748258912705]
2022-10-16 20:53, [5.393540038312589 0.04859045079560891]
2022-10-16 20:54, [5.452022168111338 0.04740888841835946]
2022-10-16 20:55, [5.539400593877989 0.04859123327963148]
2022-10-16 20:56, [5.539276837113896 0.04945782890280264]
2022-10-16 20:57, [5.4548310123133295 0.05050769455845675]
2022-10-16 20:58, [5.54427642006306 0.05181566747722486]
2022-10-16 20:59, [5.4548310123133295 0.05050769455845675]
2022-10-16 21:01, [5.533481834771396 0.05220265881859808]
2022-10-16 21:02, [5.544723742201416 0.04863792756317032]
2022-10-16 21:03, [5.728034449692373 0.05114316472939619]
2022-10-16 21:04, [5.728436556322726 0.05024944347651514]
2022-10-16 21:05, [5.756434998171159 0.05005595650583616]
2022-10-16 21:06, [5.539586408354756 0.04734689237910048]
2022-10-16 21:07, [5.534188614338897 0.0489751204808752]
2022-10-16 21:08, [5.745987161665322 0.051303456800583236]
2022-10-16 21:09, [5.8077191554202034 0.04963862526000174]
2022-10-16 21:10, [5.8489808434949415 0.05222304324549055]
2022-10-16 21:11, [5.815366779831863 0.05335198880579691]
2022-10-16 21:12, [5.765191122201098 0.053381399279639793]
2022-10-16 21:13, [5.544467976721819 0.05040425433383472]
2022-10-16 21:14, [5.850698068501432 0.05043705231466751]
2022-10-16 21:15, [5.947343998727617 0.051716034771544496]
2022-10-16 21:16, [5.852433888848965 0.048770282407074705]
2022-10-16 21:17, [5.556412733501461 0.04592076639257406]
2022-10-16 21:18, [5.808781975490399 0.048406516462419995]
2022-10-16 21:19, [5.534368481065777 0.04771007311263601]
2022-10-16 21:20, [5.539586408354756 0.04734689237910048]
2022-10-16 21:21, [5.818160886535143 0.049727870825086694]
2022-10-16 21:22, [5.539368949700151 0.04945865133660849]
2022-10-16 21:23, [5.946557190045412 0.0521627823688194]
2022-10-16 21:24, [5.561772632184813 0.049219226833493925]
2022-10-16 21:25, [5.568130489050625 0.04800112490560884]
2022-10-16 21:26, [5.939736207911092 0.05033674752467027]
2022-10-16 21:27, [5.89608516855401 0.04793565177686187]
2022-10-16 21:28, [5.556275126459434 0.04669138761730617]
2022-10-16 21:29, [5.789350702616096 0.051690631273358]
2022-10-16 21:30, [5.3806761003193 0.04847455946233603]
2022-10-16 21:32, [5.550627613836136 0.04625523011530113]
2022-10-16 21:33, [5.7669732714277835 0.05014759366458942]
2022-10-16 21:34, [5.448979724772888 0.047798067761165686]
2022-10-16 21:38, [5.458435319819552 0.04511103570098803]
2022-10-16 21:39, [5.551477041137915 0.046651067572587517]
2022-10-16 21:40, [5.461740749460121 0.044046296366613884]
2022-10-16 21:41, [5.556550458772019 0.04517520698188633]
2022-10-16 21:42, [5.562485952227486 0.045223463026239724]
2022-10-16 21:43, [5.8943756851849125 0.04911979737654094]
2022-10-16 21:44, [5.790532515880966 0.04991838375759454]
2022-10-16 21:45, [5.7908293356333695 0.04949426782592624]
2022-10-16 21:46, [5.817808948133363 0.050153525414942786]
2022-10-16 21:47, [5.550362260764837 0.0478479505238348]
2022-10-16 21:48, [5.780630158336648 0.04898839117234448]
2022-10-16 21:49, [5.792022141451488 0.047867951582243704]
2022-10-16 21:50, [5.952962523207602 0.04879477478039018]
2022-10-16 21:51, [5.948929297579981 0.05084554955196565]
